ENSG	rep_01|CDS	rep_01|5utr	rep_01|3utr	rep_01|5utr|3utr	rep_01|intron	rep_01|intergenic	rep_01|noncoding_exon	rep_01|noncoding_intron
ENSG00000101745.11	1.6882|50.39754	1.4799|1.19259	NaN|0.03773	NaN|0.00000	1.0666|17.23032	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000173404.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254318.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167881.10	0.9324|4.18982	NaN|0.00000	2.5954|2.10014	NaN|0.00000	0.4174|0.93107	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000169957.8	0.8241|4.08342	NaN|1.02200	1.0649|3.26007	NaN|0.00000	1.9653|2.23539	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000270689.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000248787.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259318.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.34171	NaN|0.00000
ENSG00000135709.8	1.1580|0.71772	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.0242|0.01897	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000244306.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.8949|2.11257	0.9165|17.05616
ENSG00000260804.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197372.5	1.5431|14.66482	NaN|0.00000	4.2873|4.85912	NaN|0.00000	0.5308|1.61075	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000181555.15	1.1495|59.52802	NaN|0.34171	NaN|0.56703	NaN|0.00000	0.0722|0.35461	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000242536.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000271774.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.3335|0.83860
ENSG00000214940.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000112195.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254618.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000137312.10	0.7250|1.33739	NaN|0.00000	NaN|0.34171	NaN|0.00000	0.1223|0.11371	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000205971.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000139579.8	-0.2571|0.00000	NaN|0.00000	NaN|0.42406	NaN|0.00000	NaN|0.04792	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000105677.7	0.3544|0.11697	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.06011	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000268975.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.7429|0.58831	-0.9531|0.00000
ENSG00000237886.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|1.14410	-0.1051|0.00000
ENSG00000213908.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172071.7	0.8949|1.25495	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.0237|0.00799	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228983.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000176148.11	1.2735|3.08750	NaN|0.12175	1.6605|1.52930	NaN|0.00000	0.4650|1.78497	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000238164.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000215529.8	NaN|0.34171	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.1925|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260803.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.3804|1.02971	1.1429|1.08371
ENSG00000200278.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|1.02200	NaN|0.00000
ENSG00000187741.10	0.7419|6.32916	NaN|0.00000	1.1513|2.27877	NaN|0.00000	0.0269|0.08196	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000178096.8	NaN|0.00000	NaN|0.34171	2.1429|2.52625	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138686.5	0.3579|0.52874	NaN|0.00000	NaN|0.03773	NaN|0.00000	0.5266|1.71068	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172613.3	0.1429|0.04467	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.4095|0.28528	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000188636.3	2.3100|2.30982	NaN|0.12175	0.5050|0.53043	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259205.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.8018|1.86627	1.0929|1.94977
ENSG00000270113.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.34171	NaN|0.00000
ENSG00000197779.9	1.3689|3.26986	NaN|0.00000	1.2909|3.03240	NaN|0.00000	0.1862|0.34836	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000264546.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.34171	NaN|0.00000
ENSG00000225334.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000240521.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000115414.14	0.3843|0.77804	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.2486|0.15794	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000099991.12	0.5872|5.26141	NaN|0.04390	NaN|0.00000	NaN|0.00000	0.6553|8.84973	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234592.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000229628.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128274.11	NaN|0.42406	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000255201.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000135686.8	1.3100|2.06183	NaN|0.00000	NaN|0.34171	NaN|0.00000	0.1359|0.00905	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000240405.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233871.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.42406
ENSG00000144867.7	-0.3115|0.00000	NaN|0.00000	0.7880|0.46965	NaN|0.00000	0.4095|0.28528	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000180279.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128805.10	-0.1925|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.5263|42.14612	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000053770.7	1.7429|3.23769	NaN|0.42406	NaN|0.05167	NaN|0.00000	0.4095|0.82212	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260139.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000120913.19	NaN|0.00000	NaN|0.00000	NaN|0.42406	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260345.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.34171	NaN|0.00000
ENSG00000229313.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000239732.2	NaN|0.00000	0.1173|0.00367	NaN|0.00000	NaN|0.00000	1.2735|0.87121	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000269131.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000177324.9	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000163873.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.0699|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179603.13	1.3804|1.02971	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.6003|7.09093	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000205212.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000213976.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.1779|8.02025	2.4095|14.29845
ENSG00000250102.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000200972.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.4752|0.00000	NaN|0.00000
ENSG00000272034.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	3.0985|44.10888	NaN|0.00000
ENSG00000129270.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000267642.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000162747.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000230323.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.8025|0.00000
ENSG00000179091.4	0.7314|0.77170	NaN|0.00000	NaN|0.00000	NaN|0.00000	3.2873|4.85912	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000109171.10	1.5426|3.58613	NaN|0.00000	NaN|1.02200	NaN|0.00000	0.3526|0.90742	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000142546.9	0.9880|1.43174	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.3764|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000105198.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000221869.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000255400.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128510.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228643.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.1173|0.79455
ENSG00000084628.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.8213|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000229262.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000187461.5	NaN|0.42406	NaN|0.00000	NaN|1.39597	NaN|0.00000	0.7746|1.41324	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000233571.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.6048|27.82241
ENSG00000249112.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179988.9	1.3804|1.02971	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.4632|0.65575
ENSG00000117245.8	1.7795|4.33096	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.1844|0.26392	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000120306.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.4310|0.75820	NaN|0.00000	NaN|0.00000	-0.0409|0.00000
ENSG00000152022.7	NaN|0.56703	NaN|0.00000	-1.4270|0.00000	NaN|0.00000	-0.0176|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000228639.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000273155.1	0.7880|0.88266	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.9968|3.56296	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000143933.12	1.0704|5.67030	NaN|0.00000	NaN|0.42406	NaN|0.00000	0.1729|0.32587	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234504.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000269564.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000166126.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000187140.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138771.10	0.5272|0.59547	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.5056|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000196933.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179163.11	NaN|0.12175	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236714.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000188393.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000265693.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198643.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.9124|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000109189.8	1.5388|2.00257	NaN|0.00000	0.9538|1.09867	NaN|0.00000	0.5470|1.17828	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000224982.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000213412.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000267746.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000177294.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198901.9	0.9270|17.54914	NaN|0.34171	2.0966|2.60031	NaN|0.00000	0.7138|3.67223	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000257270.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000025770.14	0.7776|3.23519	NaN|0.00000	NaN|0.04787	NaN|0.00000	0.7649|1.56897	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000203614.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.42406	NaN|0.00000
ENSG00000040633.8	1.5354|3.98355	NaN|0.04390	NaN|1.14410	NaN|0.00000	1.4799|1.09743	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000117222.9	0.5079|0.87131	NaN|0.00000	0.7429|0.84279	NaN|0.00000	0.1075|0.13776	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000244227.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000164715.5	0.9494|3.99961	NaN|0.42406	-0.0347|0.00000	NaN|0.00000	1.0429|10.99887	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000264007.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000260257.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.5954|2.10014	NaN|0.00000
ENSG00000248816.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000244122.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138347.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000268797.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.12175	-0.1722|0.00000
ENSG00000091490.6	1.4355|2.30933	NaN|0.00000	NaN|0.56703	NaN|0.00000	0.5343|1.35182	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254064.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000266614.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
